id,intent,text
10902,SearchScreeningEvent,What are the  movie times  at  Landmark Theatres
10903,SearchScreeningEvent,is  These Girls  at the  cinema
10904,SearchScreeningEvent,What time is  Unholy Women  playing?
10905,SearchScreeningEvent,Find the  movie schedule  at  twelve AM .
10906,SearchScreeningEvent,Is  Hercules and Xena: The Battle for Mount Olympus  playing at the  closest   cinema
10907,SearchScreeningEvent,find  Brandy in the Wilderness
10908,SearchScreeningEvent,what is the  movie schedule  for  Cineplex Odeon Corporation
10909,SearchScreeningEvent,List  movies  at  IMAX Corporation
10910,SearchScreeningEvent,Where can I see  Travelling Light ?
10911,SearchScreeningEvent,When can I see  The Crew of the Dora
10912,SearchScreeningEvent,Find me the  movie times  for the  Marcus Corporation
10913,SearchScreeningEvent,What time is  The Bride Wore Boots  playing
10914,SearchScreeningEvent,What time is  Cabin Fever: Spring Fever  playing
10915,SearchScreeningEvent,can i get the showtimes for  films   in the neighbourhood
10916,SearchScreeningEvent,Which  movie theatre   nearest  me is showing  animated movies  starting  now ?
10917,SearchScreeningEvent,can i have the  movie schedule  for right  now
10918,SearchScreeningEvent,What is the  movie schedules  at for  Douglas Theatre Company  at  0 p.m. ?
10919,SearchScreeningEvent,Can i get the showtimes for  films   in the area .
10920,SearchScreeningEvent,Find me the  movie times
10921,SearchScreeningEvent,Is  Brother  at  United Paramount Theatres
10922,SearchScreeningEvent,List  movie schedules
10923,SearchScreeningEvent,Give me the  movie  listings at the  closest   cinema  please.
10924,SearchScreeningEvent,find the  nearest   movie house  for  The Mystery of Picasso
10925,SearchScreeningEvent,I would like to see a  schedule  for  movies  at the  nearest   movie house .
10926,SearchScreeningEvent,I want to see  King of the River  in the  nearest   movie theatre
10927,SearchScreeningEvent,Are there  movies  at  Malco Theatres
10928,SearchScreeningEvent,find  Warren Theatres   films
10929,SearchScreeningEvent,find me the  nearest   movie theatre  that's showing  The Spell of the Yukon
10930,SearchScreeningEvent,Find the  schedule  for  Chronicle of My Mother  at the  nearest   cinema   in 1 minute and 8 seconds .
10931,SearchScreeningEvent,What time is  The Ladies Diplomat  playing?
10932,SearchScreeningEvent,Is  The Mystery of Betty Bonn  playing at  twelve A.M.  at the  nearest   movie house ?
10933,SearchScreeningEvent,find  The Panic in Needle Park
10934,SearchScreeningEvent,Show me  movie schedule
10935,SearchScreeningEvent,Show me  movie times  for  two a.m.  at any  nearby   movies .
10936,SearchScreeningEvent,What  movies  are playing at  Warren Theatres ?
10937,SearchScreeningEvent,what  animated movies  are showing  in the neighborhood  
10938,SearchScreeningEvent,Find the  movie schedules  for  Great Escape Theatres .
10939,SearchScreeningEvent,When is the next showing of  Star Wars: The Clone Wars ?
10940,SearchScreeningEvent,What is the  movie times  at  Marcus Corporation
10941,SearchScreeningEvent,Need to see  Mother Joan of the Angels   in one second .
10942,SearchScreeningEvent,What  animated movies  are playing  nearby  right  now ?
10943,SearchScreeningEvent,is  The Clowns  at the  nearest   cinema  
10944,SearchScreeningEvent,What  films  are scheduled at the  closest   cinema ?
10945,SearchScreeningEvent,Is  Tomorrow at Seven  being played at  Douglas Theatre Company ?
10946,SearchScreeningEvent,What are the  movie schedules  at the  IMAX Corporation
10947,SearchScreeningEvent,find a  cinema  for  The Tenderfoot   nearest  me
10948,SearchScreeningEvent,Show the  movie schedule  at  Regal Entertainment Group
10949,SearchScreeningEvent,Give me the  movie schedules  for  National Amusements .
10950,SearchScreeningEvent,What  movies  are at  Malco Theatres
10951,SearchScreeningEvent,Show a  movie schedule  with  Bow Tie Cinemas
10952,SearchScreeningEvent,What time is  The Riders of the Whistling Skull  playing at  Magic Johnson Theatres
10953,SearchScreeningEvent,Where can I find the  movie schedule ?
10954,SearchScreeningEvent,Is  Arthur 2 – On the Rocks  playing at  20:44 ?
10955,SearchScreeningEvent,What  movies  are playing at  Dipson Theatres  
10956,SearchScreeningEvent,Find the  movie schedule .
10957,SearchScreeningEvent,Show  movie schedule  at  Amco Entertainment
10958,SearchScreeningEvent,Where is the  closest   cinema  playing  Good Night Good Morning
10959,SearchScreeningEvent,When is  Girls Just Want to Have Fun  playing at the  movie house ?
10960,SearchScreeningEvent,What  animated movies  are playing at  Dipson Theatres ?
10961,SearchScreeningEvent,Find the  schedule  for  The Cup Winner  at the  closest   movie house .
10962,SearchScreeningEvent,What are the  movie schedule  for the  movies   in the neighborhood
10963,SearchScreeningEvent,What  movie schedules  at  Consolidated Theatres
10964,SearchScreeningEvent,What  movies  are scheduled at  Plitt Theatres ?
10965,SearchScreeningEvent,What  animated movies  are at the  closest   movie theatre
10966,SearchScreeningEvent,find a  Loews Cineplex  with  films
10967,SearchScreeningEvent,What time is  Rites of Spring  playing at  Marcus Corporation
10968,SearchScreeningEvent,List all the  movies  playing  in the area   now .
10969,SearchScreeningEvent,Showtimes for the  films  at  Santikos Theatres
10970,SearchScreeningEvent,Find the  schedule  for  Vanishing of the Bees  at a  movie house .
10971,SearchScreeningEvent,show me the  schedule  of movie  Warning from Space   closest  to  movie house
10972,SearchScreeningEvent,Show me the  movie schedules  for  movies  playing  nearby .
10973,SearchScreeningEvent,Please tell me the  movie schedules  
10974,SearchScreeningEvent,What  movies  are playing  Dickinson Theatres
10975,SearchScreeningEvent,give me the  Morning   movie schedules
10976,SearchScreeningEvent,When is  The Great Question  playing at the  closest   movie house ?
10977,SearchScreeningEvent,where can I watch  Mabel’s Dramatic Career  at  twenty two o'clock
10978,SearchScreeningEvent,What  movies  are playing at the  nearest   movie house
10979,SearchScreeningEvent,in one hour  find  King of Hearts
10980,SearchScreeningEvent,in the neighbourhood  find a  movie schedule  for  animated movies
10981,SearchScreeningEvent,When is  The Stain  playing at  Loews Cineplex ?
10982,SearchScreeningEvent,Is  The Angel of Vengeance – The Female Hamlet  playing at the  cinema  at  6 am
10983,SearchScreeningEvent,What time do the  movies  play at  Southern Theatres ?
10984,SearchScreeningEvent,Where does  The Return of the Whistler  play at the  Bow Tie Cinemas  at  03:01:48 A.M.
10985,SearchScreeningEvent,Is  Goodbye Mr. Chips  showing  twelve minutes from now
10986,SearchScreeningEvent,I'd like to watch  The Wedding Ring  at the  movie theatre
10987,SearchScreeningEvent,What theater is showing  From Paris with Love  and when?
10988,SearchScreeningEvent,list  movie times  with  meal
10989,SearchScreeningEvent,Is  The Lady and the Highwayman  playing at  7 A.M.  at  Dipson Theatres ?
10990,SearchScreeningEvent,When will  Hard Time Romance  be showing at the  cinema ?
10991,SearchScreeningEvent,Is  A Man Called Hero  playing during  brunch  at the  cinema
10992,SearchScreeningEvent,Can I go see  Cash and Curry  at a  movie theatre ?
10993,SearchScreeningEvent,What  animated movies  are at  Dipson Theatres
10994,SearchScreeningEvent,show me the  schedule  of  movie times  in  Dipson Theatres
10995,SearchScreeningEvent,I'm wondering if you can give me the  movie times  for  films   in the neighborhood .
10996,SearchScreeningEvent,FInd the  movie times  for  films   in the neighbourhood .
10997,SearchScreeningEvent,is  Tomorrow at Dawn  at  Harkins Theatres
10998,SearchScreeningEvent,Find the  movie schedule  for  ArcLight Hollywood .
10999,SearchScreeningEvent,Show me the  movie schedule  
11000,SearchScreeningEvent,where is  The Incite Mill  playing
11001,SearchScreeningEvent,Find the  movie schedule  for  films   in the area .
11002,SearchScreeningEvent,show me  movie times
11003,SearchScreeningEvent,What is the  closest   movie house  playing  House of the Dead 2
11004,SearchScreeningEvent,Where is the  nearest   cinema  that is playing  Pioneers of the West
11005,SearchScreeningEvent,What time is  Socrates  playing at the  cinema ?
11006,SearchScreeningEvent,Show me the  movie times  for what's playing  now
11007,SearchScreeningEvent,are there any  movies  playing  around here
11008,SearchScreeningEvent,Where can I watch  Hank Williams: The Show He Never Gave ?
11009,SearchScreeningEvent,Showtimes for  Butterfly on a Wheel .
11010,SearchScreeningEvent,What  movies  are playing at the  closest   cinema
11011,SearchScreeningEvent,What time is  30 Days of Night  playing?
11012,SearchScreeningEvent,Fine  movie times  for  animated movies   in the neighborhood .
11013,SearchScreeningEvent,Show me  schedules  to see  A Film with Me in It .
11014,SearchScreeningEvent,movie schedule  for  animated movies   in the neighborhood
11015,SearchScreeningEvent,Is  A Charming Man  playing at  lunch  time?
11016,SearchScreeningEvent,Can you give me the  movie schedules  for  films   close by ?
11017,SearchScreeningEvent,What  times  is the  7 Faces of Dr. Lao  showing at  United Paramount Theatres
11018,SearchScreeningEvent,is  Las aventuras de Zachary Beaver  at  Harkins Theatres
11019,SearchScreeningEvent,show me the  schedule  of  Dead Snow
11020,SearchScreeningEvent,Find the  schedule  for  movies  at  Plitt Theatres .
11021,SearchScreeningEvent,Give me showtimes for  The Tenth Woman  at the  movie house .
11022,SearchScreeningEvent,What is the  movie schedule
11023,SearchScreeningEvent,show me  movie schedules
11024,SearchScreeningEvent,Is  Unsettled Land  playing at the  movie theatre
11025,SearchScreeningEvent,Show me when  Scandalous John  is playing.
11026,SearchScreeningEvent,Is  The Matinee Idol   06:30   cinema  sold out?
11027,SearchScreeningEvent,where is  The Yellow Star: The Persecution of the Jews in Europe 1933-45  playing
11028,SearchScreeningEvent,show  animated movies  in  nearest   movie theatre
11029,SearchScreeningEvent,what time can i see  Girls to Marry   
11030,SearchScreeningEvent,I'd like to see the current showtimes for  His Kind of Woman
11031,SearchScreeningEvent,What is the  nearest   movie theatre  playing  Stray Cat Rock: Wild Jumbo   in 7 seconds
11032,SearchScreeningEvent,What  animated movies  are playing  in the neighbourhood  and when?
11033,SearchScreeningEvent,Give me a list of  films  at  AMC Theatres
11034,SearchScreeningEvent,find  Un weekend da bamboccioni
11035,SearchScreeningEvent,Can I get the  movie schedules  for  Marcus Corporation .
11036,SearchScreeningEvent,What are the  Mann Theatres  showtimes for  Secret Sunshine
11037,SearchScreeningEvent,What are the timings for  Starship Troopers 2 ?
11038,SearchScreeningEvent,What  movies  are playing at  Regal Entertainment Group
11039,SearchScreeningEvent,what time is  The Clutching Hand  playing at  Amco Entertainment
11040,SearchScreeningEvent,Can i get the  movie schedule   for  films   nearby .
11041,SearchScreeningEvent,Where is  All Night Long 3  playing  1 hour from now
11042,SearchScreeningEvent,show  movie times   now
11043,SearchScreeningEvent,Find time for  movie times   now
11044,SearchScreeningEvent,What time will the  closest   movie house  be playing  Mark Shoots First
11045,SearchScreeningEvent,list  animated movies  at the  nearest   cinema
11046,SearchScreeningEvent,I'd like to watch  All on the Red  at  9 o'clock
11047,SearchScreeningEvent,find the  movie schedules
11048,SearchScreeningEvent,Can I get the  movie schedules  for  Southern Theatres  at around  15:02
11049,SearchScreeningEvent,Can I get the movie  times  for  in the neighbourhood   movies
11050,SearchScreeningEvent,what  films  are playing at  KB Theatres
11051,SearchScreeningEvent,Find the  closest   cinema  playing  The St. Francisville Experiment .
11052,SearchScreeningEvent,I want to see a list of local  movie times .
11053,SearchScreeningEvent,find  animated movies   close by  with a  movie schedule
11054,SearchScreeningEvent,What  films  are playing at  Great Escape Theatres
11055,SearchScreeningEvent,SHOW  movie schedule
11056,SearchScreeningEvent,What is the  closest   cinema  today playing  animated movies ?
11057,SearchScreeningEvent,What are the  movie times   one second from now  at the  Alamo Drafthouse Cinema
11058,SearchScreeningEvent,I need to see the  movie schedules
11059,SearchScreeningEvent,Find the  schedule  for  nearby   animated movies .
11060,SearchScreeningEvent,what's  Southern Theatres   movie schedule
11061,SearchScreeningEvent,What  movies  can I see  in the area ?
11062,SearchScreeningEvent,Find the  movie schedule  at  Malco Theatres .
11063,SearchScreeningEvent,Is  Holy Matrimony  playing at  National Amusements ?
11064,SearchScreeningEvent,Find the  schedule  for  Brick .
11065,SearchScreeningEvent,what  films  are showing  in the neighborhood  
11066,SearchScreeningEvent,Find  movie schedules  for  movies   in the area .
